item_sku,rec_sku,similarity_score
AOGMHC,AWSGM4A,42.52
AOGMHC,BLPTS1450,42.39
AOGMHC,AWCG1609B,42.26
AOGMHC,IPL22C,42.05
AOGMHC,AWBSGM2A,41.8
SF121,SF181,85.08
SF121,SF241,75.9
SF121,SF201,75.86
SF121,SF161,75.69
SF121,STMD14,74.04
SF121,F201,73.9
SF121,SF261,73.87
SF121,TMD6,72.09
SF121,SF281,71.44
SF121,SF221,71.33
AWEFBH11K,AWMEFBH10K,88.79
AWEFBH11K,AWTEFBH11K,72.29
AWEFBH11K,PKB53A,62.84
AWEFBH11K,AWTPEF10K,59.89
AWEFBH11K,AWTXL8,54.58
AWEFBH11K,AWCGT30,54.22
AWEFBH11K,AWS13-7,52.26
AWEFBH11K,PKN2,51.38
AWEFBH11K,PBN2,51.31
AWEFBH11K,PTM2,50.86
PKNC050,AWBSGM2A,70.83
PKNC050,AWMCG1602B,70.16
PKNC050,S9538A,68.15
PKNC050,AW4-1/2D,68.02
PKNC050,AWBSG16A,68
PKNC050,S6103A,67.63
PKNC050,AWML12D,67.39
PKNC050,AWCG1608B,67.14
PKNC050,AWSGT7A,66.87
PKNC050,TMMD5.5,66.85
TW141A,TW201,80.02
TW141A,TW241,79.37
TW141A,TW181A,78.58
TW141A,TW121A,77.43
TW141A,TW161A,73.96
TW141A,TW221,72.27
TW141A,TW281,69.05
TW141A,TW261,66.41
TW141A,SWM191,59.06
TW141A,FS221,58
TBS200A,TC15A,53.17
TBS200A,TA32A,49.97
TBS200A,ST50A,48.65
TBS200A,YA2019,47.8
TBS200A,XFR704,45.55
TBS200A,PPC1A,44.95
TBS200A,PPB30AK,44.54
TBS200A,MSK10,44.17
TBS200A,SHP10,43.43
TBS200A,314SCOA,43.03
VO1012B,VO1416B,95
VO1012B,VO1820B,94.7
VO1012B,VO2224B,91.72
VO1012B,S261,75.72
VO1012B,VO2628B,73.39
VO1012B,AW050D,69.99
VO1012B,AW035D,68.69
VO1012B,TMA7E,67.55
VO1012B,TM408,67.29
VO1012B,S321,66.94
IPL42C,IPL40C,87.13
IPL42C,IPL34C,76.16
IPL42C,IPL36C,74.95
IPL42C,IPL28C,72.99
IPL42C,IPL32C,70.89
IPL42C,IPL30C,66.25
IPL42C,IPL38C,66.09
IPL42C,IPL26C,66.05
IPL42C,IPLM24C,59.19
IPL42C,IM300,58.98
XDHFM606K1,YA6160,62.09
XDHFM606K1,IPLM22C,57.97
XDHFM606K1,IPDLM13A,56.82
XDHFM606K1,IPLM18C,53.91
XDHFM606K1,106IPTMMA,52.97
XDHFM606K1,SGA1710BR,52.67
XDHFM606K1,IPLM17C,52.62
XDHFM606K1,IPLM21C,51.78
XDHFM606K1,IPLM19C,51.46
XDHFM606K1,MAGTRAY,51.02
PPSG203,PPSG103,59.23
PPSG203,PPSG205,59.05
PPSG203,PPSG206,57.92
PPSG203,PPSG105,56.02
PPSG203,PCSG820,50.78
PPSG203,AWS13-5,49.82
PPSG203,PPSG106,49.53
PPSG203,AWS13-7,48.77
PPSG203,AWMG9-8,46.92
PPSG203,AWS13-2,46.45
SGDE220ESD,SGDEP200ESD,75.75
SGDE220ESD,OFC68-14,55.69
SGDE220ESD,AWSGT9A,55.51
SGDE220ESD,PKNC050,55.13
SGDE220ESD,SGDEP20ESD,54.46
SGDE220ESD,US710,53.67
SGDE220ESD,SGDEP21ESD,53.6
SGDE220ESD,AWS13-8,53.32
SGDE220ESD,AWXL13-7/32,52.95
SGDE220ESD,AWSGT8A,51.62
BOERM17,BOERM14,80.3
BOERM17,BOERM11,77.33
BOERM17,BOERM13,68.34
BOERM17,BOERM15,64.42
BOERM17,BOERM19,63.48
BOERM17,BOERM18,60.79
BOERM17,BOERM9,58.15
BOERM17,BOERM16,55.56
BOERM17,BOERM10,53.53
BOERM17,BOERM12,52.94
AWTPH8,TM10G,61.13
AWTPH8,AWBPH13,57.12
AWTPH8,AWBS13,55.44
AWTPH8,TM5,54.07
AWTPH8,AWMBPH9,51.23
AWTPH8,CSA14CR,50.84
AWTPH8,AWP45,50.81
AWTPH8,BHS13A,50.81
AWTPH8,FB316B,50.79
AWTPH8,BLPBTW4,50.27
SGA1712BR,SGA1711BR,62.46
SGA1712BR,LDTM3812,57.74
SGA1712BR,AWSG12A,53.92
SGA1712BR,ASGP1BR,51.67
SGA1712BR,PBN5,50.89
SGA1712BR,PCSG812,50.59
SGA1712BR,SGAS102BG,49.63
SGA1712BR,SDR6P26NK3,48.76
SGA1712BR,IPLM15C,48.35
SGA1712BR,IPLM14C,48.28
BLPTL1415,BLPTL1410,95.09
BLPTL1415,BLPTL1425,92.1
BLPTL1415,BLPTL3850,90.36
BLPTL1415,BLPTL3840,90.33
BLPTL1415,BLPTL1427,89.76
BLPTL1415,BLPTL1430,88.87
BLPTL1415,BLPTL1420,88.42
BLPTL1415,BLPTL1255,84.89
BLPTL1415,BLPTL146,83.81
BLPTL1415,BLPTL3845,83.34
LDH422A,LDH402,84.38
LDH422A,LDH462,83.07
LDH422A,LDH362,82.91
LDH422A,LDH442,82.48
LDH422A,LDH342,73.59
LDH422A,LDH562,64.83
LDH422A,LDH482,64.34
LDH422A,LDH522,63.22
LDH422A,LDH602,62.37
LDH422A,AW16D,61.36
TMD9,TMD11,96.9
TMD9,TMD16,96.22
TMD9,TMD18,93.05
TMD9,TMD6,90.06
TMD9,TMD7,89.79
TMD9,TMD14,89.25
TMD9,TMD10,88.01
TMD9,F141,87.72
TMD9,TMD12,87.37
TMD9,F281,86.81
BLPH38732,BLPH38516,84.26
BLPH38732,BLPH3838,82.91
BLPH38732,BLPH3814,75.03
BLPH38732,BLPHL38732,70.21
BLPH38732,BLPH125,69.59
BLPH38732,BLPHL387,69.32
BLPH38732,BLPH387,69.22
BLPH38732,BLPH389,68.33
BLPH38732,BLPH1418,66.49
BLPH38732,BLPH386,65.92
IPL24C,IPL18C,84.48
IPL24C,IPL20C,71.02
IPL24C,IPL28C,70.32
IPL24C,IPL16C,68.12
IPL24C,IPL30C,64.94
IPL24C,IPL36C,62.24
IPL24C,IPL34C,60.58
IPL24C,IPL22C,58.83
IPL24C,IPL26C,58.18
IPL24C,IPL38C,55.39
STMD8,TMD10,85.3
STMD8,STMD9,84.83
STMD8,STMD16,84.07
STMD8,STMD12,82.91
STMD8,STMD11,81.58
STMD8,STMD14,80.6
STMD8,STMD10,79.73
STMD8,STMD18,78.67
STMD8,TMD12,77.13
STMD8,STMD6,76.12
AWTEF11K,BLPHSM1425,49.16
AWTEF11K,AWMCG1603B,49.14
AWTEF11K,TMU161A,44.63
AWTEF11K,TMMDS13,44.29
AWTEF11K,SW261,44.26
AWTEF11K,R1012C,43.69
AWTEF11K,TM77,43.42
AWTEF11K,AWEF11K,43.06
AWTEF11K,F081,43
AWTEF11K,AWMXL10-4,42.46
IM160A,IM200,80.94
IM160A,IM220,80.46
IM160A,IM280,78.18
IM160A,IM240,76.22
IM160A,IM140A,75.33
IM160A,IM260,74.94
IM160A,IM180A,74.66
IM160A,IM320,72.53
IM160A,IM300,68.59
IM160A,SIM320,63.94
TM83A,SGDEL10ESD,73.25
TM83A,TMA4.5E,68.93
TM83A,TM408,68.9
TM83A,AWS13-5,64.87
TM83A,SGDE215ESD,64.8
TM83A,SF121,63.44
TM83A,FS241,62.67
TM83A,KRSC4130PBO,61.67
TM83A,TMA8E,60.13
TM83A,OFC74762-15,59.78
PPSG205,PPSG203,59.05
PPSG205,AWTEFTP11K,56.62
PPSG205,AWS13-8,56.11
PPSG205,AWBCG1620,52.24
PPSG205,PCSG820,50.99
PPSG205,AWCGT45,49.9
PPSG205,PPK20,49.56
PPSG205,AWBCG1624,49.31
PPSG205,AWXL13-5/64,48.36
PPSG205,PKNC075C2,48.31
IM120A,AWML12D,68.83
IM120A,AWSGM8A,68.35
IM120A,AWBMCG1608,68.17
IM120A,BLPTS1450,66.55
IM120A,R3840A,65.94
IM120A,AWBSG06A,64.13
IM120A,IM140A,63.86
IM120A,LDTJT512,63.23
IM120A,S9538A,63.22
IM120A,AWBCG1609,63
TMA6E,TMA8E,69.07
TMA6E,TM408,68.32
TMA6E,TMA7E,66.09
TMA6E,AWBCG1606,65.18
TMA6E,TMA4.5E,64.73
TMA6E,TMA3.5E,64.25
TMA6E,TMA5E,63.08
TMA6E,R1012C,62.8
TMA6E,TM410,62.31
TMA6E,BLPHS14532,61.14
RBM910C,RBM1011C,85.88
RBM910C,RBM1415C,82.78
RBM910C,RBM1719C,80.63
RBM910C,RBM1618C,79.33
RBM910C,RBM78C,68.33
RBM910C,RBM78SC,63.03
RBM910C,RBM1213C,61.34
RBM910C,RBM1011SC,57.74
RBM910C,FM18,50.69
RBM910C,RBM1214C,48.8
IPLM10C,IPLM11C,90.22
IPLM10C,IPLM12C,85.37
IPLM10C,IPLM13C,69.47
IPLM10C,IPLM14C,61.48
IPLM10C,IPLM15C,59.74
IPLM10C,A98M,58.07
IPLM10C,IPLM22C,56.27
IPLM10C,IPSM22,55.3
IPLM10C,IPLM16C,55.17
IPLM10C,KHP415PBO,53.86
BLPTL3845,BLPTL3850,89.69
BLPTL3845,BLPTL3840,87.42
BLPTL3845,BLPTL1415,83.34
BLPTL3845,BLPTL1255,82.87
BLPTL3845,BLPTL1420,80.31
BLPTL3845,BLPTL1427,79.25
BLPTL3845,BLPTL1410,78.38
BLPTL3845,BLPTL1425,77.68
BLPTL3845,BLPTL147,74.94
BLPTL3845,BLPTL1430,73.97
IM260,IM240,91.35
IM260,IM320,90.57
IM260,SIM320,88.34
IM260,IM280,88.28
IM260,SIM360,87.24
IM260,SIM380,85.79
IM260,SIM240,84.83
IM260,SIM340,83.89
IM260,IM200,82.83
IM260,SIM400,80.63
AWCG1624B,AWCG1620B,90.76
AWCG1624B,AWCGT40,72.46
AWCG1624B,AWCGT30,70.36
AWCG1624B,AWCGT45,67.44
AWCG1624B,AWSGT27A,63.03
AWCG1624B,AW18D,60.4
AWCG1624B,AWT9A,58.77
AWCG1624B,AWCGT8,57.89
AWCG1624B,AWCGT7,57.63
AWCG1624B,AW24D,57.09
BLPT149,BLPT148,87
BLPT149,BLPT147,84.52
BLPT149,BLPT1410,82.04
BLPT149,BLPT1425,81.96
BLPT149,BLPT1420,80.52
BLPT149,BLPT1430,79.87
BLPT149,BLPT1260,76.54
BLPT149,BLPT1427,76.47
BLPT149,BLPT1415,72.61
BLPT149,BLPT3840,71.05
KRA62D,210FRXM,46.11
KRA62D,ACT51234A,42.56
KRA62D,MCAL6A,42.29
KRA62D,LDT40,40.95
KRA62D,SAG10S18,40.78
KRA62D,BEXD10A,40.55
KRA62D,TA50,40.13
KRA62D,IPL40C,38
KRA62D,SEPAADS,37.88
KRA62D,TA54,37.13
TMA2.5E,TMA3E,76.2
TMA2.5E,TMA3.5E,67.4
TMA2.5E,AWML3D,60.74
TMA2.5E,AWML4D,58.09
TMA2.5E,TMU181A,58
TMA2.5E,AWML1.5D,57.6
TMA2.5E,F081,56.44
TMA2.5E,AWML2.5D,56.07
TMA2.5E,TMU101A,54.88
TMA2.5E,TMA6E,54.31
PKN1,AWMXL10-4,62.78
PKN1,SIM160A,57.72
PKN1,AWM10D,55.1
PKN1,BLPTS1427,53.04
PKN1,PKNC050,52.72
PKN1,AWS13-8,52.54
PKN1,IMM110A,52.06
PKN1,TMMD5.5,51.89
PKN1,AWXL13-5/64,51.71
PKN1,BLPHL3838,51.64
ECPRM052,PLRK30,53.86
ECPRM052,PT338,52.1
ECPRM052,PBN15,49.36
ECPRM052,MTTL433,46.95
ECPRM052,IPDLM13A,45.84
ECPRM052,SGA1714B,45.52
ECPRM052,UIM2RSLT,45.22
ECPRM052,PSN500,44.06
ECPRM052,TPMB25EMGRN,43.97
ECPRM052,LDT6,43.63
STMD7,STMD6,97.79
STMD7,STMD9,83.85
STMD7,STMD10,82.97
STMD7,STMD12,80.61
STMD7,STMD14,80.6
STMD7,STMD11,80.45
STMD7,SF221,79.39
STMD7,TMD14,78.79
STMD7,TMD7,76.79
STMD7,TMD16,76.55
BTWROS,TMD10,75.42
BTWROS,STMD8,74.13
BTWROS,BTWOS,73.21
BTWROS,STMD12,73.18
BTWROS,STMD16,71.52
BTWROS,STMD9,71.04
BTWROS,STMD14,70.79
BTWROS,STMD10,70.71
BTWROS,STMD11,68.73
BTWROS,BTWS,67.41
IPL22C,IPL20C,85.71
IPL22C,IPL16C,85.02
IPL22C,IPL18C,78.58
IPL22C,AW16D,70.59
IPL22C,AW14D,69.4
IPL22C,LDTJT512,67.05
IPL22C,SGTT8B,66.06
IPL22C,AWSGT40A,66
IPL22C,OFC68-14,62.94
IPL22C,IPL26C,62.44
TMA5E,TMA7E,64.82
TMA5E,TMA8E,64.75
TMA5E,TMA6E,63.08
TMA5E,FM17,62.44
TMA5E,TMA4.5E,58.22
TMA5E,TMA3.5E,56.23
TMA5E,TM83A,55.01
TMA5E,VO1820B,52.3
TMA5E,TM84,51.86
TMA5E,AWBCG1606,51.54
BLPTL3840,BLPTL3850,91.58
BLPTL3840,BLPTL1415,90.33
BLPTL3840,BLPTL1427,89.27
BLPTL3840,BLPTL1425,88.83
BLPTL3840,BLPTL1255,88.15
BLPTL3840,BLPTL3845,87.42
BLPTL3840,BLPTL1420,85.71
BLPTL3840,BLPTL1430,84.42
BLPTL3840,BLPTL1410,82.95
BLPTL3840,BLPTL147,82.38
TMMS8,TMMS7,85.91
TMMS8,TMMS10,85.59
TMMS8,TMMS13,74.47
TMMS8,TMMS6,73.75
TMMS8,TMMS12,66.78
TMMS8,TMMS9,65.2
TMMS8,TMMS5.5,63.15
TMMS8,TMMS11,62.89
TMMS8,TMMS14,56.64
TMMS8,TMMS15,53.95
LDH522,LDH442,82.68
LDH522,LDH362,81.73
LDH522,LDH402,77.62
LDH522,LDH482,77.16
LDH522,LDH562,76.05
LDH522,LDH462,71.86
LDH522,LDH342,69.94
LDH522,LDH602,67.45
LDH522,LDH422A,63.22
LDH522,L122,56.73
CTCO861K2,ECSPM052,62.26
CTCO861K2,LDTF2,55.27
CTCO861K2,BLPHSM146,52.82
CTCO861K2,CTSG861DB,49.81
CTCO861K2,ECHDG052,48.46
CTCO861K2,PCSG816,48.37
CTCO861K2,AWSGT30A,48.27
CTCO861K2,BLPPKM5-6,47.59
CTCO861K2,KRSC4130PBO,47.3
CTCO861K2,CTLUV761,47.05
TA50,TA27,72.84
TA50,TA54,68.33
TA50,TA32A,67.48
TA50,IPL30C,65.2
TA50,IPL40C,65.08
TA50,TA18B,61
TA50,IPL42C,57.98
TA50,PH1038,57.07
TA50,PH200D,56.98
TA50,429IM,56.93
PCSG816,PCSG820,81.41
PCSG816,PPSG106,71.64
PCSG816,PPSG105,67.28
PCSG816,PPSG206,66.75
PCSG816,CS1,64.56
PCSG816,PPSG103,64.44
PCSG816,PTM2,55.48
PCSG816,PBN3,54.86
PCSG816,TPMB25ORG,54.1
PCSG816,ECSPL052,53.59
BLPH386,BLPH389,93.2
BLPH386,BLPH387,90.24
BLPH386,BLPH125,87.24
BLPH386,BLPH3810,82.38
BLPH386,BLPH388,81.14
BLPH386,BLPH124,73.38
BLPH386,BLPH3838,66.81
BLPH386,BLPH38732,65.92
BLPH386,BLPT3840,64.21
BLPH386,BLPH126,64.05
TM408,SGDEL10ESD,71.15
TM408,TM412,70.9
TM408,TM83A,68.9
TM408,TMA4.5E,68.56
TM408,TMA6E,68.32
TM408,S261,67.73
TM408,TMA7E,67.72
TM408,VO1012B,67.29
TM408,TMA8E,65.64
TM408,R1012C,64.67
LDH362,LDH402,92.42
LDH362,LDH442,92.34
LDH362,LDH462,89.93
LDH362,LDH342,85.03
LDH362,LDH422A,82.91
LDH362,LDH522,81.73
LDH362,LDH482,79.38
LDH362,LDH562,76.96
LDH362,LDH602,68.78
LDH362,SIM200,57.53
TMA4.5E,TMA7E,72.79
TMA4.5E,TMA8E,72.31
TMA4.5E,BLPHS1414,71.37
TMA4.5E,S9538A,70.13
TMA4.5E,AWBSG12A,69.64
TMA4.5E,TM83A,68.93
TMA4.5E,TM408,68.56
TMA4.5E,AW10D,68.46
TMA4.5E,R1012C,66.75
TMA4.5E,SF121,66.27
BLPT1260,BLPT1430,85.33
BLPT1260,BLPT1420,85.19
BLPT1260,BLPT1425,84.69
BLPT1260,BLPT1410,83.6
BLPT1260,BLPT1427,82.42
BLPT1260,BLPT1415,81.95
BLPT1260,BLPT148,80.25
BLPT1260,BLPTL1420,77.75
BLPT1260,BLPT149,76.54
BLPT1260,BLPT3840,75.65
IPL28C,IPL30C,83.15
IPL28C,IPL26C,77.75
IPL28C,IPL34C,74.33
IPL28C,IPL32C,73.84
IPL28C,IPL42C,72.99
IPL28C,IPL38C,71.84
IPL28C,IPL36C,71.69
IPL28C,IPL24C,70.32
IPL28C,IPL40C,66.6
IPL28C,IPL18C,65.64
PK70,EEJP1224,45.27
PK70,AWM10D,40.38
PK70,AWMEF10K,36.22
PK70,TECH3FR250,35.83
PK70,AWEF11K,35.57
PK70,AWBMCG16025,35.51
PK70,SEPHVACAO,35.07
PK70,AWBMCG1602,34.07
PK70,SEPPROK12PWZ,33.92
PK70,AWM2D,33.58
429IM,425IMM,86.45
429IM,L62,72.48
429IM,L122,70.78
429IM,L872RJ,68.57
429IM,L872RM,66.94
429IM,L872,66.29
429IM,IPL34C,65.95
429IM,IPL40C,63.55
429IM,314SCOA,61.33
429IM,MG1250,59.89
PPSG206,PCSG816,66.75
PPSG206,AWMCG1602B,66.51
PPSG206,SGDE215ESD,61.64
PPSG206,AW18D,60.99
PPSG206,AWBSG10A,60.82
PPSG206,TM83A,59.39
PPSG206,AWMXL10-4,58.75
PPSG206,AWBSGM5A,58.35
PPSG206,AWCGT40,58.11
PPSG206,PPSG106,58.06
TMD12,TMD16,90.23
TMD12,TMD18,90.17
TMD12,TMD11,89.32
TMD12,TMD9,87.37
TMD12,TMD10,85.59
TMD12,TMD14,85.32
TMD12,F281,82.93
TMD12,TMD6,80.2
TMD12,F241,78.62
TMD12,F141,78.61
IPL18C,IPL24C,84.48
IPL18C,IPL16C,79.68
IPL18C,IPL22C,78.58
IPL18C,IPL20C,77.88
IPL18C,IPL28C,65.64
IPL18C,AW16D,65.26
IPL18C,AW14D,64.58
IPL18C,IPL26C,58.36
IPL18C,IPL38C,55.21
IPL18C,IPL36C,54.62
FM15,AWBMCG1605,58.95
FM15,FS221,57.43
FM15,FM17,56.36
FM15,FS241,55.27
FM15,FS121,55.27
FM15,SF121,54.91
FM15,FM16,54.57
FM15,TW261,53.85
FM15,FM14,53.71
FM15,FS161,53.22
ECARC041,TIF160,42.74
ECARC041,PWC48,37.57
ECARC041,BLSWH100,36.65
ECARC041,ECSPL052,36.61
ECARC041,SEPPROK1POT,34.7
ECARC041,ECFLD030,31.38
ECARC041,E1025,30.73
ECARC041,AWBMCG1600,30.6
ECARC041,BT1360,30.58
ECARC041,AWBCG1600,30.57
BLPHSM145,BLPHSM146,86.3
BLPHSM145,BLPHSM147,80.11
BLPHSM145,BLPHSM148,77.03
BLPHSM145,BLPHSM1410,76.88
BLPHSM145,BLPTL149,75.32
BLPHSM145,BLPTL146,75.1
BLPHSM145,BLPHSM144,74.73
BLPHSM145,BLPTL1410,74.18
BLPHSM145,BLPHSM143,71.97
BLPHSM145,BLPTL1415,70.87
NDD112BB,NDD108BR,91.05
NDD112BB,NDD110BY,87.08
NDD112BB,TF275A,61.79
NDD112BB,TMA2.5E,52.02
NDD112BB,SW321,44.24
NDD112BB,TPM16GRN,44.17
NDD112BB,SW281,43.38
NDD112BB,AWML1.5D,41.62
NDD112BB,SNA-TBP14,41.62
NDD112BB,TMR4R,41.4
BLPH1234,BLPH1258,77.25
BLPH1234,LDTJT512,67.19
BLPH1234,AWBSG12A,66.81
BLPH1234,AW12D,66.75
BLPH1234,AW10D,66.35
BLPH1234,BLPH38732,65.42
BLPH1234,BLPH12716,65.02
BLPH1234,AW5D,64.8
BLPH1234,AW4D,64.3
BLPH1234,AW8D,63.23
IM180A,IM220,79.95
IM180A,IM200,77.74
IM180A,IM260,75.83
IM180A,IM160A,74.66
IM180A,IM280,71.81
IM180A,IM240,70.23
IM180A,SIM240,70.17
IM180A,IM320,69.79
IM180A,SIM180A,69.69
IM180A,SIM320,69.66
BLPHSM146,BLPHSM1410,87.3
BLPHSM146,BLPHSM148,86.89
BLPHSM146,BLPHSM147,86.86
BLPHSM146,BLPHSM145,86.3
BLPHSM146,BLPHSM144,82.26
BLPHSM146,BLPHSM143,74.58
BLPHSM146,BLPTL1410,74.49
BLPHSM146,BLPTS1427,72.01
BLPHSM146,BLPTL149,71.81
BLPHSM146,BLPHL145,71.75
IPLM12C,IPLM10C,85.37
IPLM12C,IPLM11C,79.03
IPLM12C,IPLM13C,78.05
IPLM12C,IPLM14C,74.72
IPLM12C,IPLM17C,72.43
IPLM12C,IPLM16C,70.52
IPLM12C,IPLM22C,69.32
IPLM12C,IPLM19C,68.56
IPLM12C,IPSM22,68.54
IPLM12C,IPLM15C,66.97
TF1127B,TF1124B,94.01
TF1127B,TFM7530B,69.14
TF1127B,IPL38C,53.54
TF1127B,PBMP12A,53.5
TF1127B,TD9902C,50.4
TF1127B,ECPRN062,48.41
TF1127B,AWMEFBH10K,48.31
TF1127B,GMB3041,47.09
TF1127B,IPL34C,46.89
TF1127B,AWEFBH11K,45.53
TM65,TM84,54.37
TM65,TTX10E,47.25
TM65,TTX20E,46.36
TM65,TTX15E,45.3
TM65,TTX25E,44.64
TM65,2006IT,42.86
TM65,TTX8E,42.68
TM65,AWMCG16025B,39.33
TM65,TTX27E,38
TM65,SW221,37.53
AT351,AWL1010DHK,44.47
AT351,AWL1010DK,41.94
AT351,BLPH3838,41.61
AT351,BLPH38732,40.57
AT351,PPC206A,37.34
AT351,BLPH38516,36.85
AT351,PPC205A,36.79
AT351,AWML4D,36.51
AT351,RBM1213SC,35.65
AT351,PTR2500,35.6
SRES28,SRES26,87.86
SRES28,SRES22,65.69
SRES28,AWS13-6,47.49
SRES28,VWB1C,46.46
SRES28,AWXL13-1/16,42.6
SRES28,AWCG1608B,42.08
SRES28,SRES18,41.78
SRES28,AWCGT8,40.91
SRES28,AWL4D,40.82
SRES28,PKN10,40.47
AWMEFBH10K,AWEFBH11K,88.79
AWMEFBH10K,AWTEFBH11K,82.64
AWMEFBH10K,AWTPEF10K,62.44
AWMEFBH10K,AWTXL8,55.53
AWMEFBH10K,PKB53A,53.91
AWMEFBH10K,PBN2,52.4
AWMEFBH10K,PKNC301,52.2
AWMEFBH10K,TF1127B,48.31
AWMEFBH10K,PKN9,47.16
AWMEFBH10K,TD9902C,46.61
SRES26,SRES28,87.86
SRES26,SRES22,56.5
SRES26,AWS13-6,48.81
SRES26,R1214SC,44.73
SRES26,SRES18,42.28
SRES26,SGTT7B,41.35
SRES26,AWMG9-9,39.7
SRES26,PKN10,39.19
SRES26,PBN14,39.11
SRES26,13ELECTBP14KIT,38.41
BOERM13,BOERM15,75.63
BOERM13,BOERM17,68.34
BOERM13,BOERM10,65.82
BOERM13,BOERM11,63.49
BOERM13,BOERM18,62.83
BOERM13,BOERM14,62.1
BOERM13,BOERM19,61.27
BOERM13,AWMG9-5,61.14
BOERM13,BOERM12,56.93
BOERM13,BOERM9,53.92
TMMD12,TMMD8,71.44
TMMD12,TMMD5,69.55
TMMD12,TMMD10,68.25
TMMD12,TMMD6,66.9
TMMD12,TMMD11,65.64
TMMD12,TMMD9,59.89
TMMD12,TMMD5.5,57.76
TMMD12,AWSGT25A,55.94
TMMD12,TMMD7,55.91
TMMD12,FTXB45E,54.18
AWSGT8A,AWSGT9A,88.51
AWSGT8A,AWSGT6A,85.55
AWSGT8A,AWSGT7A,70.53
AWSGT8A,OFC68-14,69.74
AWSGT8A,AWSGT50A,69.18
AWSGT8A,FIH500,69.14
AWSGT8A,AWT55A,66.69
AWSGT8A,AWXL13-7/32,66.18
AWSGT8A,AWT9A,66.05
AWSGT8A,AWBSG06A,64.86
SW221,SW261,73.69
SW221,SW241,67.18
SW221,SW361,64.66
SW221,SW181A,62.98
SW221,AWCG1616B,62.59
SW221,SW321,60.29
SW221,AWML3D,55.87
SW221,S321,54.64
SW221,AWML1.5D,54.29
SW221,SW281,54.25
TMMS4.5,TMMS4,84.83
TMMS4.5,TWM17,62.17
TMMS4.5,TMMS5.5,58.81
TMMS4.5,BLPH1210,57.74
TMMS4.5,TMMS6,57.07
TMMS4.5,TMMDS4.5,55.65
TMMS4.5,TMMS9,55.64
TMMS4.5,TMMS13,54.83
TMMS4.5,PBN5,54.45
TMMS4.5,STMM4.5,54.2
LDH482,LDH442,80.56
LDH482,LDH402,79.68
LDH482,LDH362,79.38
LDH482,LDH522,77.16
LDH482,LDH342,73.11
LDH482,LDH462,72.78
LDH482,LDH562,69.41
LDH482,LDH602,67.2
LDH482,LDH422A,64.34
LDH482,L122,55.8
TESLASTUKIT,AWTR8-3,56.84
TESLASTUKIT,AW4-1/2D,54.03
TESLASTUKIT,AWCG1608B,53.98
TESLASTUKIT,AWTR8-7,53.91
TESLASTUKIT,AWBSG06A,53.77
TESLASTUKIT,AWSGT7A,53.1
TESLASTUKIT,RBM1012C,52.82
TESLASTUKIT,OFWHD2,51.25
TESLASTUKIT,AWMXL10-4,51.13
TESLASTUKIT,AWBSGM2A,50.97
WELDIGNGRANITE,AWT25A,59.24
WELDIGNGRANITE,BLPHL3838,58.45
WELDIGNGRANITE,AWML12D,58.42
WELDIGNGRANITE,AWBSGM4A,57.34
WELDIGNGRANITE,SGTT8B,56.06
WELDIGNGRANITE,AWBCG1609,55.72
WELDIGNGRANITE,AWCG1609B,55.62
WELDIGNGRANITE,AWBSG16A,55.57
WELDIGNGRANITE,AWS13-8,55.27
WELDIGNGRANITE,AWMCG1602B,55.24
BLPT1420,BLPT1425,94.12
BLPT1420,BLPT1410,93.1
BLPT1420,BLPT1430,91.67
BLPT1420,BLPT1415,91.48
BLPT1420,BLPT1427,88.33
BLPT1420,BLPT1260,85.19
BLPT1420,BLPT3840,83.58
BLPT1420,BLPT3850,83.1
BLPT1420,BLPT148,81.89
BLPT1420,BLPT3845,80.92
AWEF11K,AWMEF10K,81.03
AWEF11K,TM77,63.86
AWEF11K,PWC52A,60.68
AWEF11K,R810C,57.4
AWEF11K,PPSG106,56.41
AWEF11K,R1012C,56.11
AWEF11K,SSR7,55.72
AWEF11K,F4LBK,51.86
AWEF11K,BLPBTW4,51.53
AWEF11K,R810SC,50.44
OXIM8B,OXIM9B,69.28
OXIM8B,B1467A,62.36
OXIM8B,S6110A,59.03
OXIM8B,OXIM7B,53.61
OXIM8B,B1461,52.81
OXIM8B,OEXM8B,49.96
OXIM8B,S6118A,49.87
OXIM8B,TM05,49.71
OXIM8B,OEXM9B,48.66
OXIM8B,BTC3A,46.31
SIM220,SIM160A,66.03
SIM220,SIM180A,64.74
SIM220,SIM260,64.3
SIM220,SIM320,62.42
SIM220,SIM200,61.95
SIM220,SIM240,61.18
SIM220,FS221,58.42
SIM220,SIM400,58.28
SIM220,IM220,56.31
SIM220,IM320,56.18
KRA6210FPBO,429IM,52.07
KRA6210FPBO,SAG10S18,51.36
KRA6210FPBO,IPL40C,50.64
KRA6210FPBO,SWG10S1245,49.25
KRA6210FPBO,IM160A,46.25
KRA6210FPBO,425IMM,44.95
KRA6210FPBO,TA27,44.93
KRA6210FPBO,SOEXM150,43.34
KRA6210FPBO,TA54,42.08
KRA6210FPBO,IPL32C,41.75
TMMS13,TMMS10,80.97
TMMS13,TMMS7,77.24
TMMS13,TMMS8,74.47
TMMS13,TMMS14,71.85
TMMS13,TMMS12,71.26
TMMS13,TMMS11,69.42
TMMS13,TMMS6,65.05
TMMS13,TMMS5.5,64.08
TMMS13,AWL4D,58.59
